date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:24:15	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2006%20Feb%202024%2012:54:30%20GMT	https://ingenioushubs.com/Travel/demo/css/images/ui-icons_777777_256x240.png	C:/Users/SLS/Downloads/TravellSite/ingenioushubs.com/Travel/demo/css/images/ui-icons_777777_256x240.png	(from https://ingenioushubs.com/Travel/demo/css/jquery-ui.min.css)
18:24:16	1500/1500	---M--	200	added ('OK')	image/png	date:Tue,%2007%20Apr%202020%2018:33:14%20GMT	https://ingenioushubs.com/Travel/demo/images/sign-back.png	C:/Users/SLS/Downloads/TravellSite/ingenioushubs.com/Travel/demo/images/sign-back.png	(from https://ingenioushubs.com/Travel/demo/css/style-1.css)
18:24:17	172/172	---M--	200	added ('OK')	image/png	date:Fri,%2003%20Apr%202020%2023:24:02%20GMT	https://ingenioushubs.com/Travel/demo/images/cursor.png	C:/Users/SLS/Downloads/TravellSite/ingenioushubs.com/Travel/demo/images/cursor.png	(from https://ingenioushubs.com/Travel/demo/css/style-1.css)
18:24:17	2319/2319	---M--	200	added ('OK')	image/png	date:Tue,%2007%20Apr%202020%2018:31:56%20GMT	https://ingenioushubs.com/Travel/demo/images/place-btn.png	C:/Users/SLS/Downloads/TravellSite/ingenioushubs.com/Travel/demo/images/place-btn.png	(from https://ingenioushubs.com/Travel/demo/css/style-1.css)
18:24:19	1128/1128	---M--	200	added ('OK')	image/png	date:Tue,%2007%20Apr%202020%2018:31:56%20GMT	https://ingenioushubs.com/Travel/demo/images/news-bg.png	C:/Users/SLS/Downloads/TravellSite/ingenioushubs.com/Travel/demo/images/news-bg.png	(from https://ingenioushubs.com/Travel/demo/css/style-1.css)
18:24:20	122607/122607	---M--	200	added ('OK')	image/png	date:Tue,%2007%20Apr%202020%2018:33:16%20GMT	https://ingenioushubs.com/Travel/demo/images/testimonial-bg.png	C:/Users/SLS/Downloads/TravellSite/ingenioushubs.com/Travel/demo/images/testimonial-bg.png	(from https://ingenioushubs.com/Travel/demo/css/style-1.css)
18:24:20	1044342/1044342	---M--	200	added ('OK')	image/png	date:Wed,%2008%20Apr%202020%2000:39:42%20GMT	https://ingenioushubs.com/Travel/demo/images/banner-image.png	C:/Users/SLS/Downloads/TravellSite/ingenioushubs.com/Travel/demo/images/banner-image.png	(from https://ingenioushubs.com/Travel/demo/css/style-1.css)
18:24:21	9380/9380	---M--	200	added ('OK')	image/jpeg	date:Tue,%2007%20Apr%202020%2018:30:02%20GMT	https://ingenioushubs.com/Travel/demo/images/404-bg.jpg	C:/Users/SLS/Downloads/TravellSite/ingenioushubs.com/Travel/demo/images/404-bg.jpg	(from https://ingenioushubs.com/Travel/demo/css/style-1.css)
18:24:22	119211/119211	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Apr%202020%2000:49:18%20GMT	https://ingenioushubs.com/Travel/demo/images/footer-bg-image.jpg	C:/Users/SLS/Downloads/TravellSite/ingenioushubs.com/Travel/demo/images/footer-bg-image.jpg	(from https://ingenioushubs.com/Travel/demo/css/style-1.css)
18:24:23	263647/263647	---M--	200	added ('OK')	image/jpeg	date:Tue,%2007%20Apr%202020%2018:30:04%20GMT	https://ingenioushubs.com/Travel/demo/images/breadcram-bg.jpg	C:/Users/SLS/Downloads/TravellSite/ingenioushubs.com/Travel/demo/images/breadcram-bg.jpg	(from https://ingenioushubs.com/Travel/demo/css/style-1.css)
18:24:23	5371/5371	---M--	200	added ('OK')	image/png	date:Tue,%2007%20Apr%202020%2018:31:56%20GMT	https://ingenioushubs.com/Travel/demo/images/leaf-left-top.png	C:/Users/SLS/Downloads/TravellSite/ingenioushubs.com/Travel/demo/images/leaf-left-top.png	(from https://ingenioushubs.com/Travel/demo/css/style-1.css)
18:24:23	4770/4770	---M--	200	added ('OK')	image/png	date:Tue,%2007%20Apr%202020%2018:31:56%20GMT	https://ingenioushubs.com/Travel/demo/images/leaf-right-top.png	C:/Users/SLS/Downloads/TravellSite/ingenioushubs.com/Travel/demo/images/leaf-right-top.png	(from https://ingenioushubs.com/Travel/demo/css/style-1.css)
18:24:24	4750/4750	---M--	200	added ('OK')	image/png	date:Tue,%2007%20Apr%202020%2018:31:56%20GMT	https://ingenioushubs.com/Travel/demo/images/leaf-left-bottom.png	C:/Users/SLS/Downloads/TravellSite/ingenioushubs.com/Travel/demo/images/leaf-left-bottom.png	(from https://ingenioushubs.com/Travel/demo/css/style-1.css)
18:24:24	5221/5221	---M--	200	added ('OK')	image/png	date:Tue,%2007%20Apr%202020%2018:31:56%20GMT	https://ingenioushubs.com/Travel/demo/images/leaf-right-bottom.png	C:/Users/SLS/Downloads/TravellSite/ingenioushubs.com/Travel/demo/images/leaf-right-bottom.png	(from https://ingenioushubs.com/Travel/demo/css/style-1.css)
18:24:25	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2006%20Feb%202024%2012:54:40%20GMT	https://ingenioushubs.com/Travel/demo/blog3.html	C:/Users/SLS/Downloads/TravellSite/ingenioushubs.com/Travel/demo/blog3.html	(from https://ingenioushubs.com/Travel/demo/popular.html)
18:24:25	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2006%20Feb%202024%2012:54:40%20GMT	https://ingenioushubs.com/Travel/demo/js/jquery.fancybox.min.js	C:/Users/SLS/Downloads/TravellSite/ingenioushubs.com/Travel/demo/js/jquery.fancybox.min.js	(from https://ingenioushubs.com/Travel/demo/popular.html)
18:24:27	75836/75836	---M--	200	added ('OK')	image/jpeg	date:Tue,%2007%20Apr%202020%2018:30:04%20GMT	https://ingenioushubs.com/Travel/demo/images/blog-imf.jpg	C:/Users/SLS/Downloads/TravellSite/ingenioushubs.com/Travel/demo/images/blog-imf.jpg	(from https://ingenioushubs.com/Travel/demo/blog.html)
18:24:27	356899/356899	---M--	200	added ('OK')	image/jpeg	date:Tue,%2007%20Apr%202020%2018:30:02%20GMT	https://ingenioushubs.com/Travel/demo/images/blog-banner.jpg	C:/Users/SLS/Downloads/TravellSite/ingenioushubs.com/Travel/demo/images/blog-banner.jpg	(from https://ingenioushubs.com/Travel/demo/blog.html)
18:24:27	8720/8720	---M--	200	added ('OK')	image/jpeg	date:Tue,%2007%20Apr%202020%2018:30:02%20GMT	https://ingenioushubs.com/Travel/demo/images/blog-comment-1.jpg	C:/Users/SLS/Downloads/TravellSite/ingenioushubs.com/Travel/demo/images/blog-comment-1.jpg	(from https://ingenioushubs.com/Travel/demo/blog.html)
18:24:28	11361/11361	---M--	200	added ('OK')	image/jpeg	date:Tue,%2007%20Apr%202020%2018:30:02%20GMT	https://ingenioushubs.com/Travel/demo/images/blog-comment-2.jpg	C:/Users/SLS/Downloads/TravellSite/ingenioushubs.com/Travel/demo/images/blog-comment-2.jpg	(from https://ingenioushubs.com/Travel/demo/blog.html)
18:24:28	8859/8859	---M--	200	added ('OK')	image/jpeg	date:Tue,%2007%20Apr%202020%2018:30:04%20GMT	https://ingenioushubs.com/Travel/demo/images/blog-comment-3.jpg	C:/Users/SLS/Downloads/TravellSite/ingenioushubs.com/Travel/demo/images/blog-comment-3.jpg	(from https://ingenioushubs.com/Travel/demo/blog.html)
18:24:29	74011/74011	---M--	200	added ('OK')	image/jpeg	date:Tue,%2007%20Apr%202020%2018:33:52%20GMT	https://ingenioushubs.com/Travel/demo/images/tour-package-4.jpg	C:/Users/SLS/Downloads/TravellSite/ingenioushubs.com/Travel/demo/images/tour-package-4.jpg	(from https://ingenioushubs.com/Travel/demo/tourpackage.html)
18:24:30	101203/101203	---M--	200	added ('OK')	image/jpeg	date:Tue,%2007%20Apr%202020%2018:33:52%20GMT	https://ingenioushubs.com/Travel/demo/images/tour-package-6.jpg	C:/Users/SLS/Downloads/TravellSite/ingenioushubs.com/Travel/demo/images/tour-package-6.jpg	(from https://ingenioushubs.com/Travel/demo/tourpackage.html)
18:24:30	107456/107456	---M--	200	added ('OK')	image/jpeg	date:Tue,%2007%20Apr%202020%2018:33:52%20GMT	https://ingenioushubs.com/Travel/demo/images/tour-package-5.jpg	C:/Users/SLS/Downloads/TravellSite/ingenioushubs.com/Travel/demo/images/tour-package-5.jpg	(from https://ingenioushubs.com/Travel/demo/tourpackage.html)
18:24:30	40503/40503	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Apr%202020%2001:05:32%20GMT	https://ingenioushubs.com/Travel/demo/images/about-image-4.jpg	C:/Users/SLS/Downloads/TravellSite/ingenioushubs.com/Travel/demo/images/about-image-4.jpg	(from https://ingenioushubs.com/Travel/demo/about-us.html)
18:24:30	49112/49112	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Apr%202020%2001:05:18%20GMT	https://ingenioushubs.com/Travel/demo/images/about-image-3.jpg	C:/Users/SLS/Downloads/TravellSite/ingenioushubs.com/Travel/demo/images/about-image-3.jpg	(from https://ingenioushubs.com/Travel/demo/about-us.html)
18:24:31	43488/43488	---M--	200	added ('OK')	image/png	date:Tue,%2007%20Apr%202020%2018:30:02%20GMT	https://ingenioushubs.com/Travel/demo/images/404.png	C:/Users/SLS/Downloads/TravellSite/ingenioushubs.com/Travel/demo/images/404.png	(from https://ingenioushubs.com/Travel/demo/404-page.html)
